fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
CC1CCCCN1S(C)(=O)=O,1,1,2,0,2,0,0,1
CCNC(=O)C1=N[NH]C(C)=C1,3,0,1,0,1,0,1,0
CC1=C(C2=NC=NO2)SC=N1,3,1,1,0,0,0,2,0
CN1CCC2CNCC2C1=O,2,0,1,0,1,0,0,2
CCCNC(=O)N1CCCCCC1,2,0,1,0,1,0,0,1
CC1=C(S(N)(=O)=O)C=CS1,1,2,2,0,2,0,1,0
O=CN1CCOC2(CNCCOC2)C1,2,0,3,0,1,0,0,2
CCCNC(=O)C1=CC=CC=C1F,1,0,1,1,1,0,1,0
CCC(=O)N1CCOC(C)C1,1,0,2,0,1,0,0,1
CC(=O)N1N=C(C)C=C1C,2,0,1,0,1,0,1,0
O=C1CCC2(CCCCC2)O1,0,0,2,0,1,0,0,2
O=CC1CCNC(=O)C1,1,0,2,0,2,0,0,1
CC(C=O)NC1=NNCN1,4,0,1,0,2,0,0,1
CN(C)C(=O)C1=CC=CN=N1,3,0,1,0,1,0,1,0
CCC1=CC=NC=N1,2,0,0,0,0,0,1,0
CCNC(=O)CN1CCCS1,2,1,1,0,1,0,0,1
C1=NOC(C2CCCCC2)=N1,2,0,1,0,0,0,1,1
O=CNCCC1=NC=C[NH]1,3,0,1,0,1,0,1,0
CC(NC=O)C1=CSC=N1,2,1,1,0,1,0,1,0
C1=C2OCCOC2=CCC1,0,0,2,0,2,0,0,2
O=CCOC1CNC1,1,0,2,0,1,0,0,1
NS(=O)(=O)C1CCCNC1,2,1,2,0,2,0,0,1
O=CCC1=NCCC(=O)N1,2,0,2,0,3,0,0,1
NCC1=CC=CC(S)=C1,1,1,0,0,0,0,1,0
C1=CC=C(C2=CC=NC=C2)N=C1,2,0,0,0,0,0,2,0
CN1CCN(C(=O)CS)CC1,2,1,1,0,1,0,0,1
CC(=O)N1N=CC=C1N,3,0,1,0,1,0,1,0
O=CNC1CNC1,2,0,1,0,1,0,0,1
O=[SH](=O)N1CCC(O)C1,1,1,3,0,2,0,0,1
CC(=O)N1CCC2(CC1)CNC(=O)CO2,2,0,3,0,2,0,0,2
NC1=CC=CC(N2CCNCC2)=C1,3,0,0,0,0,0,1,1
NCC(=O)NC1CCOCC1,2,0,2,0,1,0,0,1
CC(C)C(=O)N1CCOCC1,1,0,2,0,1,0,0,1
NC(=O)CC1=CSC(N)=N1,3,1,1,0,1,0,1,0
O=C1CCC2(CCCCC2)N1,1,0,1,0,1,0,0,2
CC1=CC=C(F)C=C1O,0,0,1,1,0,0,1,0
CC(=O)C1=CC(N)=CC=C1,1,0,1,0,1,0,1,0
CCN(C)C1=CC=CN=C1,2,0,0,0,0,0,1,0
CCCNC(=O)C1CCC1,1,0,1,0,1,0,0,1
C1=NC=NC(N2CCOCC2)=C1,3,0,1,0,0,0,1,1
CC1CC(O)CN1,1,0,1,0,0,0,0,1
CCC(=O)NC1=CC(F)=CC(F)=C1,1,0,1,2,1,0,1,0
O=[SH](=O)CC1CCCN1,1,1,2,0,2,0,0,1
COC(C)C1=CC=CC=C1,0,0,1,0,0,0,1,0
CC(=O)NC1=CC=C2OCCNC2=C1,2,0,2,0,1,0,1,1
O=C(O)C1C=CCCC1,0,0,2,0,2,0,0,1
CS(=O)(=O)NC1C=CCC1,1,1,2,0,3,0,0,1
CN1CCC2=NC=NC=C2C1,3,0,0,0,0,0,1,1
O=C1[NH]C=NO1,2,0,2,0,1,0,1,0
CN1C=C(N)C=CC1=O,2,0,1,0,1,0,1,0
C1=NCCN=CC1,2,0,0,0,2,0,0,1
CC(=O)OCC1=NC=C[NH]1,2,0,2,0,1,0,1,0
O=CN1CCC2=NC=NC=C2C1,3,0,1,0,1,0,1,1
NCC1=CC=C2OCOC2=C1,1,0,2,0,0,0,1,1
C1=CC=C(CC2=NCCO2)C=C1,1,0,1,0,1,0,1,1
CNCC(=O)N1CCCCCC1,2,0,1,0,1,0,0,1
NC(=O)CSC1=NN=N[NH]1,5,1,1,0,1,0,1,0
CCN(C)CC1=CC=CC=C1F,1,0,0,1,0,0,1,0
CNC(=O)NCC1=CC=C(F)C=C1,2,0,1,1,1,0,1,0
O=CNCC(=O)NC1=CC=CN=C1,3,0,2,0,2,0,1,0
CNCC(=O)NC1=CC=CC=C1C,2,0,1,0,1,0,1,0
CCNC(=O)CCNC,2,0,1,0,1,0,0,0
CCNC(=O)NC1=CC=CC=N1,3,0,1,0,1,0,1,0
C1=NSCO1,1,1,1,0,1,0,0,1
C1=CNSNC1,2,1,0,0,1,0,0,1
NC1=NC(C2=CC=CC=C2O)=CC=N1,3,0,1,0,0,0,2,0
CC1=CC(O)=CC=N1,1,0,1,0,0,0,1,0
NC(=O)C1=CCNC=C1,2,0,1,0,3,0,0,1
NC1=C2C=CN=CC2=CC=C1,2,0,0,0,0,0,2,0
CCCNC(=O)NC1CCCNC1=O,3,0,2,0,2,0,0,1
BrC1=CC=CC=C1Br,0,0,0,2,0,0,1,0
CC1=CC=CC=C1CNC(N)=O,2,0,1,0,1,0,1,0
O=CNCC(=O)NC1CC1,2,0,2,0,2,0,0,1
SNCC1CCCCO1,1,1,1,0,0,0,0,1
CN(C)C(=O)C1=N[NH]C(=O)C=C1,3,0,2,0,2,0,1,0
CC1CNCCN1S,2,1,0,0,0,0,0,1
CC(=O)N(C)CC1=NN=C[NH]1,4,0,1,0,1,0,1,0
CCOC(=O)C1=C(F)C=CC=C1F,0,0,2,2,1,0,1,0
CCN1CCN2C(=O)NCC2C1,3,0,1,0,1,0,0,2
C1=CC2=C(C=CS2)C=N1,1,1,0,0,0,0,2,0
O=C1CN(C(=O)CO)CCN1,2,0,3,0,2,0,0,1
CC1=C(Cl)C=NN1C,2,0,0,1,0,0,1,0
CNC(=O)C1=CN(C)N=C1C,3,0,1,0,1,0,1,0
CCCC1=C[NH]N=C1,2,0,0,0,0,0,1,0
CS(=O)(=O)C1=NC=C[NH]1,2,1,2,0,2,0,1,0
O=C(NC1=CC=CC=C1)C1CCOCC1,1,0,2,0,1,0,1,1
CC(C)C1=NN=CO1,2,0,1,0,0,0,1,0
NC(=O)N1CCC2=CC=CC=C2C1,2,0,1,0,1,0,1,1
CNC(=O)CN1CCC=N1,3,0,1,0,2,0,0,1
O=C(NC1=CC=CC=C1)N1CCCNCC1,3,0,1,0,1,0,1,1
COC1=CC=CC2=C1OCC2,0,0,2,0,0,0,1,1
C1=NC(C2=C[NH]N=N2)=NO1,5,0,1,0,0,0,2,0
O=C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,1,0,1,0,2,0
O=[SH](=O)CC1=CSC=N1,1,2,2,0,2,0,1,0
O=CCCN1CCCCC1,1,0,1,0,1,0,0,1
C1CCCC2(CC1)CNCCO2,1,0,1,0,0,0,0,2
O=C1CC(C(=O)N2CCNCC2)CN1,3,0,2,0,2,0,0,2
CCCN1CCOC1=O,1,0,2,0,1,0,0,1
CC(C)NC(=O)C1=NC=CCC1,2,0,1,0,3,0,0,1
CN(C)C(=O)C1=C[NH]C=N1,3,0,1,0,1,0,1,0
CC(C)NC(=O)N1CCCNCC1,3,0,1,0,1,0,0,1
CC1=C[NH]N=C1NC(N)=O,4,0,1,0,1,0,1,0
CSCC(=O)N1CCOCC1,1,1,2,0,1,0,0,1
CC1=CN(C)CC=C1,1,0,0,0,2,0,0,1
O=CNCCN1CCNCC1,3,0,1,0,1,0,0,1
O=CCCN1C=CC=N1,2,0,1,0,1,0,1,0
CC1=CC(C)=C(Br)C=C1,0,0,0,1,0,0,1,0
C1=NC(C2CCNCC2)=N[NH]1,4,0,0,0,0,0,1,1
NCC(=O)NCC1=C[NH]N=N1,5,0,1,0,1,0,1,0
COC1=CC=C2N=CSC2=C1,1,1,1,0,0,0,2,0
CCCNC(=O)C1=CC=CC=C1N,2,0,1,0,1,0,1,0
O=CN1CCN2N=CN=C2C1,4,0,1,0,1,0,1,1
O=C(NCC1=C[NH]N=N1)C1=CC=CC=C1,4,0,1,0,1,0,2,0
CN1C=CC=NC1,2,0,0,0,2,0,0,1
CC1CCN([SH](=O)=O)C1,1,1,2,0,2,0,0,1
O=CC1=CN=C2CNCCN12,3,0,1,0,1,0,1,1
FC1=CC(Cl)=CC(Cl)=C1,0,0,0,3,0,0,1,0
CNC(=O)CNC1=CC=CC=C1F,2,0,1,1,1,0,1,0
CCC1=CC=C2[NH]C=NC2=C1,2,0,0,0,0,0,2,0
CN(S)C1=CC=C(Cl)C=C1,1,1,0,1,0,0,1,0
CN1C=CCC1=O,1,0,1,0,2,0,0,1
CNC1CCC2=NN=CN2C1,4,0,0,0,0,0,1,1
CC(=O)NCCC1=CC=C(C)C=C1,1,0,1,0,1,0,1,0
CC(=O)C1=CC=CC(Cl)=C1,0,0,1,1,1,0,1,0
CC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1,1,0,1,0,1,0,2,0
CC(C)NC1=NN=CS1,3,1,0,0,0,0,1,0
OCC1=CC=CC(Cl)=C1,0,0,1,1,0,0,1,0
CCN(C)C(=O)C1=COC=N1,2,0,2,0,1,0,1,0
CCC(=O)NC1=CC(C)=CC=C1,1,0,1,0,1,0,1,0
CC1(C=O)CCCN1,1,0,1,0,1,0,0,1
C1=CC=C(CC2=NNCS2)C=C1,2,1,0,0,1,0,1,1
COCC(=O)NC1=NC=CS1,2,1,2,0,1,0,1,0
CCCNC(=O)C1=C(C)N=CS1,2,1,1,0,1,0,1,0
CC(C(N)=O)N1CCOCC1,2,0,2,0,1,0,0,1
CN1CCN(C2CCNC2=O)CC1,3,0,1,0,1,0,0,2
CC1=CC=CC(C)=C1OCC=O,0,0,2,0,1,0,1,0
SNCC1CNCCO1,2,1,1,0,0,0,0,1
CC(=O)OCC1=CC=CN=C1,1,0,2,0,1,0,1,0
NC(=O)C1=CC=C(C2=NC=N[NH]2)C=C1,4,0,1,0,1,0,2,0
NC(=O)CC1CC1,1,0,1,0,1,0,0,1
COC(=O)C1=CN=C[NH]1,2,0,2,0,1,0,1,0
COC1=CC=CC2=C1C=NN2C,2,0,1,0,0,0,2,0
SN1C=CC=C1,1,1,0,0,0,0,1,0
NC(=O)NCC1=NN=N[NH]1,6,0,1,0,1,0,1,0
C1=N[NH]C(C2CCCN2)=N1,4,0,0,0,0,0,1,1
CC1=CC=C(C(=O)NC(C)C)O1,1,0,2,0,1,0,1,0
O=CN1CCC(C2=NC=NO2)CC1,3,0,2,0,1,0,1,1
CCC(=O)NCC1=C[NH]C=N1,3,0,1,0,1,0,1,0
CN1CCC(S)C1=O,1,1,1,0,1,0,0,1
CN1CCN(CC2=CC(=O)OCC2)CC1,2,0,2,0,2,0,0,2
CSC1=CC=CC=C1C,0,1,0,0,0,0,1,0
CC(C)NC(=O)C1=CN=CN=C1,3,0,1,0,1,0,1,0
CCCC(=O)NC1CCNC1,2,0,1,0,1,0,0,1
O=CN1CCOC2(CCCC2)C1,1,0,2,0,1,0,0,2
O=C1CNCO1,1,0,2,0,1,0,0,1
NCCNC(=O)C1=CC=CC=N1,3,0,1,0,1,0,1,0
CC1NCCC2=C1C=CS2,1,1,0,0,0,0,1,1
CNS(=O)(=O)C1=CC=CC(F)=C1,1,1,2,1,2,0,1,0
BrC1=CC2=C(C=C1)NCC2,1,0,0,1,0,0,1,1
NCCC(=O)N1CCCCCC1,2,0,1,0,1,0,0,1
SNC1CC=CCC1,1,1,0,0,1,0,0,1
CCCC(=O)NC1CCNC1=O,2,0,2,0,2,0,0,1
NCC(=O)NC1=CN=CN=C1,4,0,1,0,1,0,1,0
NC1=CC2=C(C=C1)OCCO2,1,0,2,0,0,0,1,1
C1CNC2CCCC2OC1,1,0,1,0,0,0,0,2
NC(=O)CCN1C=NC2=CC=CC=C21,3,0,1,0,1,0,2,0
COC1=CC=CC2=CC=CN=C12,1,0,1,0,0,0,2,0
NC(=O)CC1=CN=CS1,2,1,1,0,1,0,1,0
CC1=CC=C(NC(=O)CO)C=C1,1,0,2,0,1,0,1,0
COCC1=CC=CC=C1C,0,0,1,0,0,0,1,0
CNC(=O)CC1=CC=C(O)C=C1,1,0,2,0,1,0,1,0
C1=NN=C2CCNCCN12,4,0,0,0,0,0,1,1
O=C(NC1=CC=CC=C1)C1=CN=CN=C1,3,0,1,0,1,0,2,0
O=CN1CCCN2C(=NC=CC2=O)C1,3,0,2,0,2,0,1,1
O=C1C=CN=C2CNCCCN21,3,0,1,0,1,0,1,1
NCC1=CC(Br)=CS1,1,1,0,1,0,0,1,0
C1CC2OC1C1CNCC21,1,0,1,0,0,0,0,3
C1=COCCN=C1,1,0,1,0,2,0,0,1
C1=CC2C=CC1C2,0,0,0,0,2,0,0,2
CNS(=O)(=O)C1CCOCC1,1,1,3,0,2,0,0,1
CCOC(=O)C1=CC=CC=C1F,0,0,2,1,1,0,1,0
O=CNCCN1C=CN=C1,3,0,1,0,1,0,1,0
CSC1=C(Cl)C=CC=C1,0,1,0,1,0,0,1,0
O=C(CO)NC1=CC=CC=C1Cl,1,0,2,1,1,0,1,0
CCOCC1CCOC1,0,0,2,0,0,0,0,1
CCNC(=O)C1=CC(=O)NCC1,2,0,2,0,3,0,0,1
COC(=O)C1CCCCN1,1,0,2,0,1,0,0,1
O=C1CC(NC(=O)C2=CC=CC=C2)CN1,2,0,2,0,2,0,1,1
COC1=CC=CO1,0,0,2,0,0,0,1,0
CCCNC(=O)C1CNCCO1,2,0,2,0,1,0,0,1
NCCCNS,2,1,0,0,0,0,0,0
CCN1C=NC2=CC=CN=C21,3,0,0,0,0,0,2,0
NC(=O)C1=NCCN1,3,0,1,0,2,0,0,1
C1=CC=C(CC2=NC=N[NH]2)C=C1,3,0,0,0,0,0,2,0
CC(=O)NCC1COCO1,1,0,3,0,1,0,0,1
CN1CC(Br)=CC=N1,2,0,0,1,2,0,0,1
O=C1CCOCO1,0,0,3,0,1,0,0,1
CCNC1=CC=CC=C1Br,1,0,0,1,0,0,1,0
C1=CN2CCCCCC2=N1,2,0,0,0,0,0,1,1
O=CNC1=CC=C(Br)C=C1,1,0,1,1,1,0,1,0
CN(C)C(=O)NC1CCNC1,3,0,1,0,1,0,0,1
CC1=C[NH]C(N)=C1,2,0,0,0,0,0,1,0
O=CCCN1C=NC2=CC=CC=C21,2,0,1,0,1,0,2,0
CNC1CCCC(C)C1,1,0,0,0,0,0,0,1
C1=NNCNCC1,3,0,0,0,1,0,0,1
CCNC(=O)CC1=C(C)[NH]N=C1C,3,0,1,0,1,0,1,0
CNCC1=CN=C(C)[NH]1,3,0,0,0,0,0,1,0
CC(C)NC(=O)C1=CC=NN1C,3,0,1,0,1,0,1,0
CCN1CCC(C)C1,1,0,0,0,0,0,0,1
NC(=O)CC1=CC=NO1,2,0,2,0,1,0,1,0
CC(NS)C1=CC=CC=C1,1,1,0,0,0,0,1,0
O=C1NCCNC12CCCCCC2,2,0,1,0,1,0,0,2
CC1=C(C)C=C(N)C=C1,1,0,0,0,0,0,1,0
CCCN1C=CCC1,1,0,0,0,1,0,0,1
O=C(CO)NC1=C[NH]N=C1,3,0,2,0,1,0,1,0
NC1=CC=CC=C1OCC=O,1,0,2,0,1,0,1,0
CC1=CC(O)=CC=C1NC=O,1,0,2,0,1,0,1,0
CC(C)NC(=O)C1CCCC1,1,0,1,0,1,0,0,1
O=CC1=C(O)C=CS1,0,1,2,0,1,0,1,0
CC1CNCNC1,2,0,0,0,0,0,0,1
O=CC1=CC(=O)[NH]C=C1,1,0,2,0,2,0,1,0
CC1=NN(C)C=C1NC=O,3,0,1,0,1,0,1,0
N=C1C=CC=N[NH]1,3,0,0,0,1,0,1,0
NCCC(=O)NC1=C[NH]N=C1,4,0,1,0,1,0,1,0
CC(=O)NC1=NC=NC=C1,3,0,1,0,1,0,1,0
CNC(=O)CCCS,1,1,1,0,1,0,0,0
CCC(=O)NC1=C(F)C=CC=C1,1,0,1,1,1,0,1,0
O=C1CN(C(=O)C2=CC=CC=C2)CCN1,2,0,2,0,2,0,1,1
C1=CSNCS1,1,2,0,0,1,0,0,1
CC1CCN(C(N)=O)C1,2,0,1,0,1,0,0,1
CNC(=O)C1=CC=C(C=O)C=C1,1,0,2,0,2,0,1,0
COC1=CC=C[NH]C1=O,1,0,2,0,1,0,1,0
CSC1=NC=CNC1,2,1,0,0,2,0,0,1
O=CN1CCN(C2=NC=CC=C2)CC1,3,0,1,0,1,0,1,1
CC(=O)N1CCC2(CCNC2=O)C1,2,0,2,0,2,0,0,2
C1=NC2=C(C=N1)OCCO2,2,0,2,0,0,0,1,1
O=CCCN1CCC=N1,2,0,1,0,2,0,0,1
CCC(=O)NC(C)CC,1,0,1,0,1,0,0,0
NC1=CC=CC([SH](=O)=O)=C1,1,1,2,0,2,0,1,0
BrC1=CC=CC2=C1CNCC2,1,0,0,1,0,0,1,1
CC(C)NC(=O)NC1CCCC1,2,0,1,0,1,0,0,1
CC(=O)NCCC1=NCCN1,3,0,1,0,2,0,0,1
O=C(O)CN1C=NC=CC1=O,2,0,3,0,2,0,1,0
CC1=N[NH]C(C)=C1NC=O,3,0,1,0,1,0,1,0
CC(=O)NCC1=NC(C)=CC=N1,3,0,1,0,1,0,1,0
CC1=NN(C2=CC=CC=C2)C(C)=C1,2,0,0,0,0,0,2,0
OC1=CC=C(C2=N[NH]C=C2)C=C1,2,0,1,0,0,0,2,0
CN1CCNCCC1=O,2,0,1,0,1,0,0,1
NC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,1,0,1,0,1,0,2,0
C1=NC(CN2CCOCC2)=NO1,3,0,2,0,0,0,1,1
CNC(=O)N1CC=CC1,2,0,1,0,2,0,0,1
CNC(=O)CC1=NNCC1,3,0,1,0,2,0,0,1
CCCC(=O)N1CCC(C)C1,1,0,1,0,1,0,0,1
CN1CCOC2=CC=C(C(N)=O)C=C21,2,0,2,0,1,0,1,1
O=CNCC1=CC=C(F)C=C1,1,0,1,1,1,0,1,0
O=C(NC1=CC=CC=C1)N1CCC1,2,0,1,0,1,0,1,1
CC1=CC=NC(C(=O)N(C)C)=C1,2,0,1,0,1,0,1,0
C1=NOC(N2CCCCC2)=N1,3,0,1,0,0,0,1,1
C1=NOC(C2CCCNC2)=N1,3,0,1,0,0,0,1,1
O=C(O)C1C=CCC1,0,0,2,0,2,0,0,1
NC(=O)C1=CC=NC(N)=C1,3,0,1,0,1,0,1,0
CNC(=O)NC1=CC(F)=CC(F)=C1,2,0,1,2,1,0,1,0
CC1CCC=CN1,1,0,0,0,1,0,0,1
C#CC1=CC(NC)=CC=C1,1,0,0,0,0,1,1,0
NC1=CC=C(Cl)C=C1Cl,1,0,0,2,0,0,1,0
C1CCN2CNN=C2C1,3,0,0,0,1,0,0,2
CC1=C(C(=O)O)C=CO1,0,0,3,0,1,0,1,0
CCN(C)C(=O)NC1CCCCC1,2,0,1,0,1,0,0,1
O=CN1CCN2C=NC=C2C1,3,0,1,0,1,0,1,1
NS(=O)(=O)C1=CC(Cl)=CC=C1,1,1,2,1,2,0,1,0
CCNC1=CC=NC=C1,2,0,0,0,0,0,1,0
CC1=CC=C(C)C([SH](=O)=O)=C1,0,1,2,0,2,0,1,0
CC(=O)CNC(C)=O,1,0,2,0,2,0,0,0
O=C1C=CN=C(CNC2=CC=CC=C2)[NH]1,3,0,1,0,1,0,2,0
CNC1=CC=C2N=CC=CC2=C1,2,0,0,0,0,0,2,0
CNS(=O)(=O)C1=CC(Cl)=CC=C1,1,1,2,1,2,0,1,0
CC1=NOC(C2CCNCC2)=N1,3,0,1,0,0,0,1,1
NCCN1C=NN=C1,4,0,0,0,0,0,1,0
CCN(C)C(=O)C1CCOCC1,1,0,2,0,1,0,0,1
CC1=CC=NC(S)=N1,2,1,0,0,0,0,1,0
CC1=N[NH]C2=C1CCCC2,2,0,0,0,0,0,1,1
C1=CC(C2=NN=CO2)=CO1,2,0,2,0,0,0,2,0
CCC(=O)NCCC=O,1,0,2,0,2,0,0,0
CC1=NOC(C2CNC(=O)C2)=N1,3,0,2,0,1,0,1,1
COC1=CC(C)=CC=C1N,1,0,1,0,0,0,1,0
CC1=N[NH]C(NC(=O)C2=CC=CC=C2)=C1,3,0,1,0,1,0,2,0
O=[SH](=O)C1=CC=CC(O)=C1,0,1,3,0,2,0,1,0
CNC1CCCN(S)C1,2,1,0,0,0,0,0,1
CC(O)CNC(=O)CN,2,0,2,0,1,0,0,0
NCC1=CC=C2OCCOC2=C1,1,0,2,0,0,0,1,1
O=CNC1=NNCC1,3,0,1,0,2,0,0,1
CC1=CC=C(CCNC=O)C=C1,1,0,1,0,1,0,1,0
CSC=O,0,1,1,0,1,0,0,0
CN(C=O)CC1=NCCN1,3,0,1,0,2,0,0,1
CC1=NC(C2=CC=CN=C2)=NO1,3,0,1,0,0,0,2,0
CN1CCCC2(CNCCO2)C1,2,0,1,0,0,0,0,2
OC1=NCCS1,1,1,1,0,1,0,0,1
CC(NC=O)C1=CC=CC(F)=C1,1,0,1,1,1,0,1,0
C1=NOC(C2=C[NH]N=N2)=N1,5,0,1,0,0,0,2,0
CC1=C(C2=CC=CC=C2)N=CS1,1,1,0,0,0,0,2,0
CC(=O)N(C)CC1CCCC1,1,0,1,0,1,0,0,1
CCC1=CC(C)=CC(C)=C1,0,0,0,0,0,0,1,0
CN1CCC(S)C1,1,1,0,0,0,0,0,1
CN1CCCC(O)CC1,1,0,1,0,0,0,0,1
C1=CC2=C(C=C1)C=CC=C2,0,0,0,0,0,0,2,0
CCC1=NN(C)C=N1,3,0,0,0,0,0,1,0
NC1=CC=C2N=COC2=C1,2,0,1,0,0,0,2,0
CC(C)(O)C(N)=O,1,0,2,0,1,0,0,0
NCCC1=NN=C[NH]1,4,0,0,0,0,0,1,0
COC(=O)NC1=CC=CC=C1,1,0,2,0,1,0,1,0
CN1CCN(C(=O)C2=CN(C)N=C2)CC1,4,0,1,0,1,0,1,1
CCC(=O)N1CCN(CC)CC1,2,0,1,0,1,0,0,1
NCC1=COC=C1,1,0,1,0,0,0,1,0
CCNC1=CC=C(Br)C=C1,1,0,0,1,0,0,1,0
CCNC(=O)C1=CC=CCC1,1,0,1,0,3,0,0,1
CNC(=O)C1=C(C)[NH]N=N1,4,0,1,0,1,0,1,0
C1=CSC=CO1,0,1,1,0,2,0,0,1
CC1NCCN2C=CC=C12,2,0,0,0,0,0,1,1
CCNCC1=C[NH]N=C1,3,0,0,0,0,0,1,0
O=CCNC1=CC=C(F)C=C1,1,0,1,1,1,0,1,0
COCC(=O)NC1=CC=N[NH]1,3,0,2,0,1,0,1,0
CC1=CC=CC(C2=NC=CC(=O)[NH]2)=C1,2,0,1,0,1,0,2,0
O=C(NC1=CC=CC=C1)C1CNCCO1,2,0,2,0,1,0,1,1
SCC1=NN=CS1,2,2,0,0,0,0,1,0
O=C1CC(C2=CC=CC=C2)CCN1,1,0,1,0,1,0,1,1
NC1=CN=CN=C1O,3,0,1,0,0,0,1,0
COC(=O)C1=N[NH]N=C1,3,0,2,0,1,0,1,0
C1=CCC=NC=C1,1,0,0,0,3,0,0,1
CCN1CCC2(CCCCO2)C1,1,0,1,0,0,0,0,2
O=CC1=CC=C(C2=NC=NO2)C=C1,2,0,2,0,1,0,2,0
CN(C=O)CC1CCNC1,2,0,1,0,1,0,0,1
NC1=NSC=N1,3,1,0,0,0,0,1,0
O=CCOC1=CC=CC(O)=C1,0,0,3,0,1,0,1,0
COC(=O)C1=CC=CN=N1,2,0,2,0,1,0,1,0
CC1=CC=C(S)C=N1,1,1,0,0,0,0,1,0
O=C(NCC1=CC=CC=C1)C1=CNCC1,2,0,1,0,2,0,1,1
CC(C)NC(=O)C1CNCCO1,2,0,2,0,1,0,0,1
CNC(=O)CC1=CC=C(N)C=C1,2,0,1,0,1,0,1,0
O=CNCC(=O)NC1CCCC1,2,0,2,0,2,0,0,1
CN1CCC(C2=NC=NO2)CC1,3,0,1,0,0,0,1,1
SC1=CC=NS1,1,2,0,0,0,0,1,0
CCNC1=CC=CC(S)=C1,1,1,0,0,0,0,1,0
CCN(C)C(=O)C1=CC=C[NH]1,2,0,1,0,1,0,1,0
CCOC(=O)C1=CN=C[NH]1,2,0,2,0,1,0,1,0
O=C(O)C1CCNC1=O,1,0,3,0,2,0,0,1
CNC1=NC2=CC=CC=C2[NH]1,3,0,0,0,0,0,2,0
CC1=N[NH]C(C)=C1C(=O)O,2,0,2,0,1,0,1,0
BrC1=CNCCC1,1,0,0,1,1,0,0,1
CN(C)C(=O)NC1=C[NH]N=C1,4,0,1,0,1,0,1,0
CC1=NN=CN=C1,3,0,0,0,0,0,1,0
FC1=CC(Cl)=C(Cl)C=C1,0,0,0,3,0,0,1,0
O=C(NCC1=CC=CC=C1)C1=CC=NO1,2,0,2,0,1,0,2,0
CNC(=O)C1=C(C)N=C[NH]C1=O,3,0,2,0,2,0,1,0
CCC1CCC2=CC=CC=C21,0,0,0,0,0,0,1,1
CC(=O)NCC1=C(C)[NH]N=C1C,3,0,1,0,1,0,1,0
C1=CN=CC(N2CCCCC2)=C1,2,0,0,0,0,0,1,1
OC1=C2N=CC=CC2=CC=C1,1,0,1,0,0,0,2,0
CCN(C)S(C)(=O)=O,1,1,2,0,2,0,0,0
CCNC(=O)N1CCC(C)CC1,2,0,1,0,1,0,0,1
O=CNCC(=O)NC1=CC=N[NH]1,4,0,2,0,2,0,1,0
SC1=C[NH]N=N1,3,1,0,0,0,0,1,0
O=C(C1=COC=N1)N1CCCCC1,2,0,2,0,1,0,1,1
CNCCC1=NCCN1C,3,0,0,0,1,0,0,1
C1=CC=C(N2C=NC3=CC=CC=C32)C=C1,2,0,0,0,0,0,3,0
CC(=O)NC1CCSCC1,1,1,1,0,1,0,0,1
CC1=C(F)C=C(C=O)C=C1,0,0,1,1,1,0,1,0
SC1=CC=C(C2=CC=CC=C2)C=C1,0,1,0,0,0,0,2,0
C=C1CCNC1=O,1,0,1,0,2,0,0,1
CNC(=O)C1=CC=C(CN)C=C1,2,0,1,0,1,0,1,0
CN1C=CN=C1S(C)(=O)=O,2,1,2,0,2,0,1,0
CC1=NN=C(CO)O1,2,0,2,0,0,0,1,0
NC1=CC(Br)=CN=C1,2,0,0,1,0,0,1,0
C=NS(=O)(=O)C1=CC=CC=C1,1,1,2,0,3,0,1,0
C1=CC2=N[NH]N=C2N=C1,4,0,0,0,0,0,2,0
NC1=CC=C(F)CC1,1,0,0,1,2,0,0,1
CC1=N[NH]C(C)=C1CN1CCOCC1,3,0,1,0,0,0,1,1
CCNC1=CC=NC(N)=N1,4,0,0,0,0,0,1,0
O=CC1=CC=C2NCCCC2=C1,1,0,1,0,1,0,1,1
O=CCC1CCC2=CC=CC=C21,0,0,1,0,1,0,1,1
O=C1CC(C2=CC=CO2)CCN1,1,0,2,0,1,0,1,1
COC(=O)N1C=CCC1,1,0,2,0,2,0,0,1
CCC(O)C1=CC=CC=C1,0,0,1,0,0,0,1,0
CC(=O)NC1=CC=C2[NH]C=CC2=C1,2,0,1,0,1,0,2,0
NC1=NC=NC=C1Cl,3,0,0,1,0,0,1,0
CCNC1CCNC1,2,0,0,0,0,0,0,1
C1=NC(N2CCCCC2)=NO1,3,0,1,0,0,0,1,1
CCSC1=N[NH]C(=O)[NH]1,3,1,1,0,1,0,1,0
O=C1CCC2=CC=C(O)C=C2N1,1,0,2,0,1,0,1,1
CC(=O)N(C)CC1=NN=CN1C,4,0,1,0,1,0,1,0
NC(=O)C1=CC=C(Cl)C=C1Cl,1,0,1,2,1,0,1,0
O=CNCC(=O)NC1=CC=CC=N1,3,0,2,0,2,0,1,0
CCNC1CC(=O)N(C)C1,2,0,1,0,1,0,0,1
O=CN1CCC2(CCCN2)CC1,2,0,1,0,1,0,0,2
ClC1=CC=CC(C2=N[NH]C=C2)=C1,2,0,0,1,0,0,2,0
