0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id721367,1,1,1,0,1,1,1,0
id721370,1,1,1,0,1,1,1,0
id721371,1,1,1,1,1,1,1,0
id721380,1,1,1,0,1,0,1,1
id721389,1,1,1,0,1,0,1,1
id721393,1,1,1,1,1,0,1,1
id721400,1,1,1,1,1,0,1,1
id721414,1,1,1,0,1,1,1,1
id721440,1,1,1,0,1,1,1,0
id721444,1,1,1,0,1,1,1,0
id721445,1,1,1,1,1,1,1,0
id721453,1,1,1,0,1,0,1,1
id721479,1,1,1,0,1,1,1,0
id721481,1,1,1,1,1,1,1,0
id721488,1,1,1,0,1,1,1,0
id721540,1,0,1,0,0,0,1,1
id721541,1,0,1,0,0,0,1,1
id721580,1,1,0,0,0,1,1,1
id721593,1,0,1,0,1,1,1,0
id721595,1,1,0,0,0,1,1,1
id721651,1,1,1,1,1,0,1,0
id721697,1,1,1,0,1,0,1,1
id721700,1,1,1,1,1,0,1,0
id721902,1,1,1,1,1,0,1,0
id721956,1,0,1,1,1,0,1,1
id721975,1,0,1,1,1,0,1,0
id721993,1,0,1,1,1,0,1,0
id722103,1,0,1,1,1,1,1,0
id722151,1,1,1,0,1,0,1,1
id722159,1,1,1,1,1,0,1,0
id722181,1,0,1,1,1,0,1,0
id722339,1,0,1,0,1,0,0,1
id722340,1,0,1,1,1,1,1,0
id722341,1,0,1,1,1,1,1,0
id722365,1,0,1,1,1,0,1,0
id722480,1,0,1,0,1,1,1,0
id722546,1,0,1,1,1,0,1,0
id722625,1,0,1,1,1,0,1,1
id722650,1,0,1,1,1,0,1,1
id722730,1,0,1,1,1,0,1,0
id722793,1,1,1,1,1,0,1,0
id722820,1,0,1,1,1,1,1,0
id722852,1,0,1,1,1,0,1,0
id722932,1,0,1,1,1,0,1,1
id722935,1,0,1,1,1,0,1,0
id722960,1,0,1,1,1,1,1,0
id722990,1,0,1,1,1,0,1,0
id722997,1,0,1,1,1,0,1,1
id723025,1,0,1,1,1,0,1,0
id723030,1,1,1,1,1,0,1,0
id723046,1,0,1,0,1,1,1,0
id723078,1,0,1,1,1,0,1,0
id723082,1,0,1,1,1,0,1,0
id723113,1,0,1,1,1,1,1,0
id723182,1,0,1,1,1,0,1,1
id723190,1,1,0,0,0,1,1,0
id723191,1,1,1,0,0,0,1,1
id723207,1,0,1,0,1,1,1,0
id723234,1,1,1,0,0,0,1,1
id723239,1,1,1,0,0,0,1,1
id723242,1,1,0,1,0,0,1,0
id723243,1,1,0,1,0,0,1,0
id723244,1,0,0,1,0,0,1,0
id723245,1,1,0,0,0,0,1,0
id723246,1,1,0,1,0,0,1,0
id723248,1,1,0,1,0,0,1,0
id723249,1,1,0,0,0,1,1,0
id723251,1,1,0,0,0,1,1,0
id723252,1,0,0,0,0,1,1,0
id723253,1,1,0,1,0,0,1,0
id723254,1,1,0,1,0,0,1,0
id723256,1,1,0,1,0,0,1,0
id723257,1,1,1,0,0,0,1,1
id723258,1,1,0,0,0,1,1,0
id723259,1,1,0,0,0,1,1,0
id723262,1,1,0,0,0,1,1,0
id723263,1,1,0,0,0,1,1,0
id723265,1,1,1,0,0,0,1,1
id723266,1,1,1,0,0,0,1,1
id723271,1,1,0,0,0,0,1,0
id723272,1,1,0,0,0,0,1,0
id723348,1,1,1,0,1,0,1,1
id723396,1,1,0,0,0,0,1,0
id723401,1,1,0,0,0,0,1,0
id723403,1,1,0,1,0,0,1,0
id723405,1,1,0,1,0,0,1,0
id723406,1,0,0,1,0,0,1,0
id723407,1,1,0,1,0,0,1,0
id723409,1,1,0,1,0,0,1,0
id723410,1,0,0,1,0,0,1,0
id723412,1,0,0,0,0,0,1,0
id723414,1,1,0,0,0,0,1,0
id723416,1,1,0,0,0,0,1,0
id723419,1,1,0,0,0,0,1,0
id723420,1,0,1,1,0,0,1,0
id723421,1,1,1,0,0,0,1,0
id723423,1,1,1,0,0,0,1,1
id723424,1,1,1,0,0,0,1,1
id723426,1,1,1,0,0,0,1,0
id723427,1,0,1,0,0,0,1,0
id723430,1,1,1,0,0,0,1,0
id723432,1,1,1,1,0,0,1,0
id723433,1,1,1,1,0,0,1,0
id723439,1,1,1,1,0,0,1,0
id723440,1,1,1,0,0,0,1,0
id723444,1,1,1,0,0,1,1,0
id723445,1,0,1,0,0,1,1,0
id723446,1,1,1,0,0,1,1,0
id723447,1,0,1,0,0,1,1,0
id723448,1,1,1,0,0,0,1,0
id723451,1,1,1,0,0,0,1,0
id723453,1,1,1,0,0,0,1,0
id723456,1,1,1,0,0,0,1,0
id723457,1,1,1,1,0,0,1,0
id723465,1,1,1,1,0,0,1,0
id723467,1,1,1,0,0,0,1,0
id723468,1,1,1,0,0,0,1,0
id723469,1,1,1,1,0,0,1,0
id723474,1,1,1,0,0,0,1,1
id723476,1,0,1,0,0,0,1,0
id723479,1,1,1,0,0,0,1,0
id723480,1,1,1,0,0,0,1,0
id723483,1,1,0,0,0,0,1,0
id723484,1,1,0,0,0,0,1,0
id723485,1,1,0,0,0,0,1,0
id723486,1,1,0,0,0,0,1,0
id723487,1,1,0,0,0,0,1,0
id723489,1,1,0,0,0,0,1,0
id723491,1,1,0,0,0,0,1,0
id723492,1,1,0,0,0,0,1,0
id723495,1,1,0,0,0,0,1,0
id723496,1,1,0,0,0,0,1,0
id723497,1,1,0,0,0,0,1,0
id723501,1,1,0,0,0,0,1,0
id723502,1,1,0,0,0,0,1,0
id723507,1,1,0,1,0,0,1,0
id723508,1,1,0,0,0,0,1,0
id723516,1,1,0,0,0,0,1,0
id723517,1,1,1,0,0,0,1,0
id723518,1,1,0,1,0,0,1,0
id723519,1,1,1,0,0,0,1,0
id723520,1,1,0,0,0,0,1,0
id723521,1,1,0,0,0,0,1,0
id723523,1,1,0,0,0,0,1,0
id723526,1,1,0,0,0,0,1,0
id723527,1,1,0,0,0,0,1,0
id723530,1,1,1,0,0,0,1,1
id723531,1,1,1,0,0,0,1,1
id723535,1,1,1,0,0,0,1,0
id723545,1,0,0,1,0,0,1,1
id723546,1,0,0,1,0,0,1,1
id723547,1,0,0,1,0,0,1,1
id723550,1,0,0,1,0,0,1,0
id723551,1,0,0,1,0,0,1,0
id723553,1,0,0,1,0,0,1,0
id723558,1,0,0,1,0,0,1,0
id723563,1,0,0,1,0,0,1,1
id723564,1,0,0,1,0,0,1,1
id723565,1,0,0,1,0,0,1,1
id723568,1,0,0,1,0,0,1,0
id723571,1,0,0,1,0,0,1,0
id723574,1,0,0,1,0,0,1,0
id723578,1,0,0,0,0,0,1,1
id723580,1,0,0,0,0,0,1,1
id723590,1,0,0,1,0,0,1,0
id723592,1,0,0,0,0,0,1,0
id723593,1,0,0,0,0,0,1,0
id723594,1,0,0,0,0,0,1,0
id723595,1,0,0,0,0,0,1,0
id723598,1,0,1,0,0,0,1,0
id723600,1,0,0,0,0,0,1,0
id723601,1,0,0,0,0,0,1,0
id723602,1,0,0,0,0,0,1,0
id723604,1,0,0,0,0,0,1,1
id723616,1,0,1,0,1,0,0,1
id723659,1,0,0,1,0,0,1,0
id723660,1,0,0,1,0,0,1,0
id723662,1,0,0,0,0,0,1,0
id723663,1,1,0,1,0,0,1,0
id723665,1,0,1,1,0,0,1,1
id723667,1,1,0,1,0,0,1,0
id723669,1,0,0,0,0,0,1,0
id723670,1,1,0,1,0,0,1,0
id723673,1,0,1,1,0,0,1,0
id723677,1,1,0,1,0,0,1,0
id723683,1,1,0,0,0,0,1,0
id723684,1,0,1,0,0,0,1,0
id723686,1,1,0,1,0,0,1,0
id723687,1,0,1,0,0,0,1,1
id723689,1,0,1,1,0,0,1,1
id723690,1,1,0,1,0,0,1,1
id723693,1,0,0,1,0,0,1,1
id723697,1,0,1,1,0,0,1,1
id723699,1,1,0,1,0,0,1,0
id723702,1,0,1,0,0,0,1,1
id723705,1,1,0,1,0,0,1,0
id723708,1,0,1,1,0,0,1,0
id723710,1,0,1,1,0,0,1,0
id723712,1,0,1,0,0,0,1,0
id723715,1,0,1,1,0,0,1,0
id723716,1,0,1,0,0,0,1,0
id723717,1,1,0,1,0,0,1,0
id723720,1,0,0,0,0,0,1,1
id723721,1,0,0,1,0,0,1,0
id723724,1,0,0,1,0,0,1,0
id723725,1,0,0,1,0,0,1,1
id723726,1,0,0,1,0,1,1,0
id723727,1,0,0,1,0,1,1,0
id723728,1,0,0,0,0,1,1,0
id723729,1,0,0,1,0,1,1,0
id723730,1,0,0,1,0,1,1,0
id723731,1,0,0,0,0,1,1,0
id723732,1,0,1,0,0,1,1,0
id723733,1,1,0,0,0,1,1,0
id723734,1,0,0,1,0,1,1,0
id723735,1,0,1,0,0,1,1,0
id723736,1,1,0,0,0,1,1,0
id723737,1,0,1,0,0,1,1,0
id723738,1,0,1,0,0,1,1,1
id723739,1,0,0,1,0,1,1,0
id723740,1,0,0,0,0,1,1,0
id723744,1,1,0,0,0,0,1,0
id723752,0,0,1,1,1,0,1,0
id723754,1,1,0,1,0,0,1,0
id723755,1,0,0,1,0,0,1,1
id723756,0,0,1,1,0,0,1,0
id723757,0,0,1,1,0,0,1,0
id723758,0,0,1,1,0,0,1,0
id723759,0,0,1,1,0,0,1,0
id723761,1,0,0,1,0,0,1,0
id723764,1,1,1,1,1,0,1,0
id723800,1,0,1,0,1,1,1,0
id723808,1,1,1,1,1,0,1,0
id723812,0,1,1,0,1,0,1,1
id723815,1,0,1,0,0,0,1,1
id723817,0,0,1,1,0,0,1,1
id723827,1,0,1,0,0,0,1,1
id723880,1,1,1,1,1,0,1,1
id723886,1,0,0,1,0,1,1,0
id723892,1,0,0,0,0,0,1,1
id723893,1,1,0,0,0,0,1,0
id723902,1,0,1,1,1,0,1,1
id723904,1,1,0,0,0,0,1,0
id723906,1,1,0,0,0,0,1,0
id723911,1,1,1,0,1,1,1,1
id723912,1,0,0,0,0,0,1,1
id723913,1,0,0,0,0,0,1,1
id723914,1,0,0,0,0,0,1,1
id723920,1,1,1,1,0,0,1,0
id723955,1,0,1,0,1,0,1,1
id723967,1,0,1,1,0,0,1,1
id723970,0,0,1,0,1,0,1,1
id723972,0,0,1,1,1,0,1,1
id723973,0,0,1,1,1,0,1,1
id723986,1,0,0,0,0,0,1,1
id723997,1,0,1,0,1,0,0,1
id724002,0,0,1,1,0,0,1,1
id724003,0,0,1,1,1,0,1,0
id724004,0,0,1,1,1,0,1,0
id724005,0,0,1,0,1,0,1,1
id724006,0,0,1,1,1,0,1,0
id724007,0,0,1,1,1,0,1,0
id724008,0,0,1,1,1,0,1,0
id724009,0,0,1,1,1,0,1,0
id724010,0,0,1,1,1,0,1,0
id724011,0,0,1,0,1,0,1,0
id724012,0,0,1,0,1,0,1,0
id724013,0,0,1,1,1,0,1,0
id724014,0,0,1,1,1,0,1,1
id724015,0,0,1,0,1,0,1,0
id724016,0,0,1,1,1,0,1,0
id724017,0,1,1,1,1,0,1,0
id724018,0,1,1,0,1,0,1,0
id724019,0,0,1,0,1,0,1,0
id724020,0,0,1,0,1,0,1,0
id724021,0,0,1,1,1,0,1,0
id724022,0,0,1,0,1,0,1,0
id724023,0,0,1,1,1,0,1,0
id724024,0,0,1,0,1,0,1,0
id724025,0,0,1,0,1,0,1,0
id724026,0,0,1,1,1,0,1,1
id724027,0,0,1,1,1,0,1,1
id724028,0,0,1,1,1,0,1,0
id724029,0,0,1,0,1,0,1,1
id724030,0,0,1,0,1,0,1,1
id724031,0,1,1,1,1,0,1,0
id724038,1,1,1,1,0,0,1,0
id724039,1,1,1,1,0,0,1,0
id724047,1,0,0,1,0,0,1,0
id724048,1,0,0,1,0,0,1,0
id724050,1,0,0,1,0,1,1,0
id724051,1,0,0,1,0,0,1,0
id724052,1,0,0,1,0,0,1,0
id724053,1,0,0,1,0,0,1,0
id724054,1,0,0,1,0,1,1,0
id724061,1,0,1,1,1,1,1,0
id724066,1,0,1,1,0,0,1,0
id724067,1,0,1,1,0,0,1,0
id724075,0,1,1,0,1,0,1,0
id724077,1,1,1,0,0,0,1,0
id724078,1,1,1,0,0,0,1,0
id724080,1,0,1,1,0,0,1,0
id724084,0,0,1,1,0,0,1,0
id724090,1,1,1,0,1,0,1,1
id724119,1,1,1,0,1,1,1,1
id724120,1,1,1,0,1,0,0,1
id724137,1,1,0,1,0,0,1,0
id724138,1,1,0,1,0,0,1,0
id724147,1,1,0,1,0,1,1,0
id724148,1,1,0,0,0,1,1,1
id724158,1,1,1,1,1,0,1,0
id724164,1,1,0,1,0,0,1,0
id724166,1,1,0,1,0,0,1,0
id724168,1,1,0,0,0,1,1,1
id724172,1,1,0,0,0,0,1,0
id724175,1,1,1,0,1,0,1,1
id724178,1,1,1,0,0,0,1,0
id724183,1,1,1,1,1,0,1,0
id724185,1,1,1,0,0,1,1,1
id724186,1,1,1,1,1,0,1,0
id724187,1,1,1,0,1,1,1,0
id724189,1,1,1,1,1,0,1,0
id724191,1,1,1,1,0,0,1,0
id724192,1,1,1,0,0,1,1,0
id724193,1,1,1,0,0,1,1,0
id724194,1,1,1,1,0,1,1,0
id724196,1,1,1,0,0,1,1,0
id724200,1,1,1,0,0,0,1,0
id724203,1,0,1,0,0,0,1,1
id724206,1,0,1,0,0,0,1,0
id724210,1,0,1,1,0,0,1,0
id724214,1,1,1,0,0,0,1,0
id724371,1,0,1,1,0,0,1,1
id724374,1,0,1,1,0,0,1,1
id724376,1,0,1,1,0,0,1,0
id724387,1,0,1,1,0,0,1,1
id724395,1,0,1,1,0,0,1,1
id724397,1,0,1,1,0,0,1,1
id724398,1,0,1,1,0,0,1,1
id724411,1,0,1,1,0,0,1,1
id724412,1,0,1,0,0,0,1,1
id724413,1,0,1,0,0,0,1,1
id724425,1,0,1,1,0,0,1,0
id724446,1,0,1,0,1,0,0,1
id724448,1,0,1,1,1,0,0,1
id724465,1,1,1,0,1,0,1,1
id724512,1,1,1,1,0,0,1,1
id724520,1,0,1,1,0,0,1,0
id724521,1,0,1,1,0,0,1,0
id724529,1,0,1,0,1,0,1,1
id724538,1,1,1,1,0,0,1,0
id724539,1,1,1,1,0,0,1,0
id724541,1,1,1,1,0,0,1,0
id724542,1,1,1,1,0,0,1,0
id724545,1,0,1,0,1,0,0,1
id724547,1,0,1,0,1,0,1,1
id724554,1,1,1,0,0,0,1,1
id724555,1,0,1,0,0,0,1,1
id724556,1,0,1,1,0,0,1,0
id724558,1,0,1,1,0,0,1,0
id724562,1,1,0,1,0,0,1,0
id724563,1,0,1,1,0,0,1,0
id724570,1,1,1,1,0,0,1,0
id724579,1,0,1,1,0,0,1,0
id724580,1,0,1,1,0,0,1,0
id724581,1,0,1,1,0,0,1,1
id724582,1,0,1,1,0,0,1,1
id724616,1,0,1,0,1,0,0,1
id724618,1,0,1,0,1,0,1,1
id724619,1,0,1,0,1,0,0,1
id724635,0,1,1,0,1,0,1,0
id724678,1,0,1,1,1,1,0,1
id724689,1,1,0,0,0,0,1,0
id724712,1,0,1,0,1,0,0,1
id724713,1,0,1,0,1,0,0,1
id724721,1,0,1,1,1,0,1,1
id724727,1,1,1,1,0,0,1,1
id724739,1,1,1,0,1,0,1,1
id724741,1,0,1,1,0,0,1,1
id724745,1,0,1,0,0,1,1,1
id724746,1,0,1,0,0,0,1,1
id724747,1,1,1,1,1,0,1,1
id724756,1,1,1,1,1,0,1,1
id724757,1,0,1,1,0,0,1,1
id724786,1,1,1,0,0,0,1,0
id724790,1,1,1,0,1,0,1,1
id724833,1,1,1,1,1,0,1,0
id724863,1,1,1,0,1,0,1,1
id724867,1,1,1,1,1,0,1,1
id724871,1,1,1,0,1,1,1,1
id724872,1,0,1,0,0,0,1,1
id724875,1,1,1,0,0,0,1,1
id724876,1,0,1,0,0,0,1,1
id724888,1,1,1,0,1,0,0,1
id724890,1,1,1,1,1,0,1,1
id724898,1,1,1,0,1,1,1,1
id724900,1,1,1,1,1,0,1,1
id724901,1,1,1,1,1,0,1,1
id724905,1,1,1,1,1,0,1,1
id724907,1,1,1,1,1,0,1,1
id724911,1,1,1,0,1,1,1,1
id724914,1,1,1,0,1,1,1,1
id724915,1,1,1,1,1,0,1,1
id724916,1,1,1,0,1,0,1,1
id724936,1,1,1,0,1,0,1,1
id724952,1,1,1,0,1,0,0,1
id724968,1,1,1,0,1,0,0,1
id724989,1,1,1,0,1,0,0,1
id725001,1,1,1,1,1,0,1,1
id725007,1,0,1,1,1,0,1,0
id725019,1,1,1,1,1,0,1,0
id725032,1,0,1,1,0,1,1,1
id725033,1,0,1,1,0,0,1,1
id725034,1,0,1,1,0,0,1,1
id725035,1,0,1,1,0,0,1,1
id725036,1,1,1,0,1,0,0,1
id725039,1,0,1,1,1,0,1,1
id725055,1,1,1,1,0,0,1,0
id725067,1,0,1,0,1,0,1,1
id725094,1,1,1,1,1,0,1,0
id725096,1,1,1,1,0,0,1,0
id725105,1,1,1,0,0,0,1,0
id725114,1,0,0,1,0,1,1,0
id725116,1,0,0,1,0,0,1,0
id725174,1,0,1,0,1,0,0,1
id725178,1,0,1,1,1,1,0,1
id725211,1,1,1,1,1,0,1,0
id725219,1,1,1,0,0,0,1,0
id725286,1,0,0,1,0,0,1,1
id725293,1,0,1,1,0,0,1,1
id725359,1,1,1,1,1,0,1,1
id725370,1,0,1,1,0,0,1,0
id725372,1,0,1,1,0,0,1,0
id725436,1,0,1,0,1,0,0,1
id725446,1,0,1,0,1,1,1,0
id725448,1,1,1,1,0,0,1,0
id725449,1,0,1,1,1,0,0,1
id725455,1,0,1,1,0,0,1,0
id725456,1,0,1,1,0,0,1,0
id725504,1,0,1,1,1,1,1,0
id725537,1,0,1,1,0,0,1,1
id725539,1,0,1,0,0,0,1,1
id725542,1,1,1,1,0,0,1,1
id725543,1,1,1,1,0,0,1,1
id725544,1,1,1,0,0,0,1,1
id725545,1,1,1,1,0,0,1,1
id725546,1,1,1,1,0,0,1,1
id725560,1,1,1,1,1,0,1,0
id725588,1,0,1,0,0,0,1,1
id725591,1,0,1,1,0,0,0,1
id725593,1,0,1,1,0,0,0,1
id725596,1,0,1,0,0,0,0,1
id725605,1,0,0,0,0,0,1,1
id725609,1,0,1,0,1,0,0,1
id725636,1,1,1,0,1,0,1,1
id725657,1,1,1,0,1,0,1,1
id725719,1,1,1,1,1,0,1,0
id725792,1,1,1,1,1,0,1,0
id725814,1,1,1,0,1,0,1,1
id725823,1,1,1,0,1,0,1,1
id725827,1,1,1,0,1,0,1,1
id725860,1,1,1,1,1,0,1,0
id725867,1,1,1,1,1,0,1,0
id725877,1,1,1,1,1,0,1,0
id725882,1,0,1,1,0,0,1,0
id725895,1,0,1,1,1,0,1,0
id725966,1,1,1,1,1,0,1,0
id725973,1,1,1,0,1,0,1,1
id726060,1,0,1,1,1,0,1,0
id726073,1,0,1,1,1,0,1,0
id726115,1,0,1,0,1,1,1,0
id726130,1,0,1,1,1,1,1,0
id726167,1,0,1,1,1,0,1,0
id726201,1,1,1,1,1,0,1,0
id726208,1,0,1,1,0,0,1,0
id726209,1,0,1,0,0,0,1,0
id726217,1,0,1,0,0,0,1,0
id726218,1,1,1,0,0,0,1,0
id726222,1,1,1,1,0,0,1,0
id726223,1,1,1,1,0,0,1,0
id726236,1,0,1,1,1,1,1,0
id726239,1,0,1,0,0,0,1,0
id726240,1,0,1,0,0,0,1,0
id726250,1,0,1,1,0,0,1,0
id726257,1,0,1,0,0,1,1,0
id726258,1,0,1,1,0,0,1,0
id726264,1,1,1,0,0,0,1,0
id726266,1,1,1,1,0,0,1,0
id726270,1,1,1,1,0,0,1,0
id726272,1,1,1,0,0,0,1,0
id726273,1,1,1,0,0,0,1,0
id726280,1,0,1,1,0,0,1,0
id726282,1,1,1,0,0,0,1,0
id726284,1,1,1,0,0,0,1,0
id726286,1,1,1,0,0,0,1,0
id726290,1,1,1,0,1,1,1,1
id726292,1,0,1,0,0,1,1,1
id726297,1,1,0,0,0,0,1,0
id726298,1,1,0,0,0,0,1,0
id726299,1,1,1,0,0,0,1,0
id726300,1,1,0,0,0,0,1,0
id726302,1,1,0,0,0,1,1,1
id726303,1,1,1,0,0,1,1,0
id726306,1,1,1,1,1,0,1,0
id726310,1,1,1,1,1,0,1,0
id726313,1,1,1,0,0,1,1,0
id726314,1,1,1,0,0,1,1,0
id726315,1,1,0,0,0,1,1,0
id726316,1,1,0,0,0,1,1,0
id726318,1,1,0,0,0,1,1,0
id726395,1,1,1,0,1,0,1,1
id726414,1,1,1,0,1,0,0,1
id726418,1,0,1,0,1,1,1,0
id726420,1,0,1,0,1,1,1,0
id726421,1,0,1,0,1,1,1,0
id726423,1,1,1,0,0,1,1,0
id726430,1,0,1,1,1,0,1,0
id726447,1,0,1,1,1,0,1,0
id726455,1,0,1,1,1,1,1,0
id726466,1,0,1,1,1,1,1,0
id726468,1,0,1,1,1,1,1,0
id726473,1,0,0,1,0,1,1,0
id726479,1,0,0,1,0,1,1,0
id726480,1,0,0,1,0,1,1,0
id726486,1,0,1,0,1,1,1,0
id726487,1,0,1,0,1,1,1,0
id726505,1,0,1,1,1,0,1,0
id726627,1,1,1,1,1,0,1,0
id726638,1,0,1,1,1,0,1,0
id726651,1,0,1,1,1,0,1,0
id726701,1,0,1,0,1,0,0,1
id726722,1,0,1,0,0,1,1,0
id726729,1,0,1,0,0,1,1,0
id726741,1,0,1,0,0,1,1,1
id726758,1,1,1,0,1,0,0,1
id726763,1,0,1,1,0,0,1,0
id726764,1,1,1,1,0,0,1,1
id726765,1,1,1,1,0,0,1,0
id726766,1,1,1,1,0,0,1,1
id726816,1,0,1,0,1,0,1,1
id726864,1,0,1,1,1,0,1,0
id726912,1,0,1,0,1,0,1,1
id726923,1,1,1,0,1,0,0,1
id726947,1,0,1,1,0,0,1,0
id726958,1,0,1,1,1,1,1,0
id726987,1,1,1,1,1,0,1,0
id727008,1,1,1,0,1,1,0,1
id727013,1,1,1,0,1,0,0,1
id727026,1,1,1,0,1,0,0,0
id727028,1,1,1,1,1,0,1,0
id727050,1,0,0,1,0,1,1,1
id727056,1,1,1,1,1,0,1,1
id727096,1,1,1,0,1,0,0,1
id727114,1,1,1,0,1,0,0,1
id727116,1,1,1,1,1,0,0,1
id727135,1,1,1,0,1,0,0,1
id727138,1,1,1,1,1,0,1,0
id727146,1,1,1,1,1,0,1,0
id727155,1,1,1,0,1,0,1,1
id727185,1,0,1,0,1,0,1,1
id727194,1,0,1,1,1,0,1,1
id727205,1,1,1,0,1,0,0,1
id727228,1,0,1,0,0,0,1,1
id727229,1,1,1,0,0,0,1,0
id727257,1,0,0,1,0,0,1,0
id727278,0,0,1,1,1,0,1,1
id727281,0,1,1,0,1,0,1,1
id727290,1,0,1,1,1,0,1,0
id727297,1,1,0,1,0,0,1,0
id727327,1,1,1,1,1,1,1,0
id727329,1,1,1,0,0,0,1,1
id727335,1,1,1,0,1,0,0,1
id727349,1,0,1,0,0,0,1,0
id727387,1,0,1,0,0,0,1,0
id727397,1,1,0,1,0,0,1,0
id727404,1,0,1,0,0,1,1,1
id727408,1,0,0,0,0,1,1,0
id727413,1,0,1,0,1,0,0,1
id727425,1,1,1,1,0,0,1,0
id727438,1,1,1,1,1,0,1,0
id727472,1,0,1,0,1,1,1,0
id727478,1,0,1,1,1,1,1,0
id727501,1,1,1,1,1,1,1,0
id727509,1,0,1,1,1,1,1,0
id727515,1,1,1,0,0,0,1,1
id727518,1,1,1,0,0,0,1,1
id727522,1,0,1,1,1,0,1,1
id727526,1,0,1,0,1,1,1,0
id727527,1,0,1,0,0,1,1,0
id727529,1,1,0,0,0,1,1,1
id727530,1,0,0,1,0,0,1,0
id727531,1,1,0,1,0,0,1,0
id727533,1,0,0,1,0,1,1,0
id727538,1,1,1,0,1,1,1,0
id727540,1,1,0,0,0,1,1,0
id727541,1,1,0,1,0,0,1,0
id727544,1,1,1,0,0,0,1,0
id727546,1,1,0,1,0,0,1,0
id727547,1,1,0,1,0,1,1,0
id727548,1,1,0,0,0,1,1,0
id727549,1,1,1,0,0,1,1,0
id727550,1,1,0,0,0,1,1,0
id727551,1,1,0,0,0,1,1,0
id727552,1,1,0,0,0,1,1,0
id727584,1,0,1,1,1,0,1,0
id727617,1,0,0,0,0,1,1,0
id727621,1,0,0,1,0,1,1,0
id727622,1,0,0,0,0,1,1,0
id727625,1,0,0,0,0,1,1,0
id727636,1,0,0,0,0,0,1,1
id727639,1,0,0,1,0,0,1,0
id727640,1,1,0,1,0,0,1,0
id727641,1,1,0,1,0,0,1,0
id727642,1,0,0,1,0,0,1,0
id727643,1,0,0,1,0,1,1,0
id727644,1,0,0,1,0,1,1,0
id727645,1,0,0,1,0,0,1,0
id727646,1,1,0,1,0,0,1,0
id727648,1,1,0,1,0,0,1,0
id727649,1,0,1,1,0,0,1,0
id727652,1,0,0,1,0,1,1,0
id727655,1,0,0,1,0,1,1,0
id727656,1,0,0,1,0,1,1,0
id727658,1,0,0,1,0,1,1,0
id727659,1,1,0,1,0,1,1,0
id727660,1,0,0,1,0,1,1,0
id727663,1,1,0,1,0,1,1,0
id727672,1,1,0,1,0,1,1,0
id727673,1,0,1,1,1,1,1,0
id727674,1,0,1,1,1,1,1,0
id727677,1,1,1,1,0,1,1,0
id727680,1,0,0,1,0,1,1,0
id727682,1,0,1,1,1,1,1,0
id727687,1,0,1,1,1,1,1,0
id727692,1,0,0,1,0,1,1,0
id727693,1,0,0,1,0,1,1,0
id727694,1,0,0,1,0,1,1,0
id727696,1,0,1,1,1,1,1,0
id727698,1,0,1,1,1,1,1,0
id727701,1,1,1,1,1,1,1,0
id727705,1,0,1,1,1,1,1,0
id727713,1,0,1,1,1,1,1,0
id727714,1,0,1,1,1,1,1,0
id727719,1,0,1,1,1,1,1,0
id727720,1,1,1,1,1,1,1,0
id727721,1,1,1,1,1,1,1,0
id727722,1,1,1,1,1,1,1,0
id727725,1,0,0,1,0,1,1,0
id727726,1,0,1,1,1,1,1,0
id727730,1,0,1,1,1,1,1,0
id727750,1,1,1,1,1,0,1,1
id727787,1,0,1,0,0,0,1,1
id727790,1,1,1,0,1,1,0,1
id727792,1,1,1,0,1,0,0,1
id727794,1,1,0,1,0,1,1,1
id727801,1,1,1,1,1,0,1,1
id727812,0,1,1,0,1,0,1,0
id727813,0,1,1,0,1,1,1,0
id727814,1,0,0,1,0,1,1,0
id727816,1,0,0,1,0,1,1,0
id727817,1,0,0,1,0,1,1,0
id727820,1,0,1,0,1,1,1,0
id727822,1,1,1,0,1,1,1,1
id727826,1,1,1,0,1,1,1,0
id727829,1,0,0,0,0,1,1,0
id727830,1,0,0,0,0,1,1,0
id727831,1,0,0,0,0,1,1,0
id727832,1,0,0,0,0,1,1,0
id727833,1,1,0,0,0,0,1,0
id727843,1,1,1,0,1,1,1,0
id727866,1,0,1,0,1,0,0,1
id727868,1,0,1,0,1,0,0,1
id727890,1,0,1,0,1,0,0,1
id727892,1,0,1,0,1,0,0,1
id727898,1,1,1,0,1,0,0,1
id727901,1,1,1,0,1,0,0,1
id727902,1,0,1,0,1,0,0,1
id727903,1,1,1,0,1,0,0,1
id727904,1,0,1,0,1,0,0,1
id727917,1,0,1,0,1,0,0,1
id727960,1,1,1,0,1,0,0,1
id727971,1,1,0,1,0,0,1,0
id727972,1,1,0,1,0,0,1,0
id727973,1,0,0,1,0,0,1,0
id727975,1,0,1,1,0,0,1,0
id727976,1,0,0,1,0,0,1,0
id727979,0,1,1,1,1,0,1,0
id727980,0,1,1,1,1,0,1,0
id727981,0,1,1,1,0,0,1,0
id727982,0,1,1,1,0,0,1,0
id727987,1,0,1,0,0,0,1,0
id727995,1,0,1,1,0,0,1,0
id727996,1,1,1,1,0,0,1,0
id728000,1,1,1,0,0,0,1,0
id728002,1,1,1,0,0,0,1,0
id728005,1,0,1,1,1,0,1,0
id728025,1,0,1,1,0,0,1,0
id728047,1,1,1,0,1,0,1,1
