fragment,count
2311293127,1
1203949972,1
3112121743,1
1785171659,1
961454209,1
3948192732,1
4113209141,1
44860604,1
1728648978,1
463767677,1
1622999015,1
2315157271,1
2337983268,1
2419906776,1
4281827612,1
2029290535,1
1182901297,1
1585692932,1
2845494513,1
3202390430,1
3513066863,1
1264932855,1
704779129,1
3893881909,1
3126013949,1
3239013741,1
4064875520,1
2633779845,1
286019029,1
1188198400,1
79128832,1
65020873,1
2237617467,1
1932930284,1
2191905045,1
2219303825,1
2904631131,1
3508884199,1
2420616165,1
2437597800,1
3607593100,1
2162429429,1
2670532728,1
10940244,1
1577715364,1
2107515817,1
3134132785,1
228908037,1
462810605,1
3698365069,1
3271309371,1
1971491997,1
2091245743,1
2699826131,1
157390717,1
3831545975,1
1834705445,1
2061071937,1
2259556609,1
3969653514,1
1364647954,1
1590744096,1
3508708540,1
2492107281,1
1542036483,1
2811127164,1
93127670,1
3249967120,1
2092538562,1
2743179608,1
343756079,1
1063984063,1
662277073,1
4104281979,1
3590759707,1
3480549615,1
924414846,1
508516753,1
1851874059,1
3684020743,1
617688780,1
1161039459,1
464952790,1
276797346,1
53456950,1
2425773612,1
3831450852,1
2696854495,1
2096539294,1
1161185057,1
2179524059,1
3998601772,1
3752399897,1
2090871020,1
2668736035,1
297220979,1
1659094323,1
798406280,1
1697210190,1
57959877,1
1711830919,1
1094408757,1
4202823611,1
3995191050,1
2527358815,1
1697217337,1
4087744264,1
1372174514,1
496383810,1
1483212247,1
3529009373,1
252736637,1
3077847843,1
1720352963,1
3160653344,1
2909194014,1
2561991881,1
3530701510,1
251193259,1
3966046416,1
1569648450,1
2801543692,1
1785067411,1
3628585806,1
4086754364,1
725227986,1
2810359172,1
2655556875,1
3395778430,1
4030581104,1
2154975767,1
3875004417,1
2843164784,1
2420016759,1
2807703704,1
2202598049,1
4247435068,1
4005104278,1
2528223354,1
2547255557,1
3578399056,1
4252840792,1
1763668377,1
3029274774,1
2699801416,1
1649992942,1
3741651142,1
3705543272,1
1237250474,1
331249587,1
3172026183,1
989450886,1
1203191948,1
1917564878,1
3367073692,1
656804330,1
3684373181,1
2604002087,1
3913136969,1
2170667301,1
59811447,1
3540965974,1
489744146,1
2598413096,1
3392915772,1
3240487585,1
3858398621,1
3983147655,1
238336155,1
3604600720,1
1874266911,1
2746042246,1
3195362425,1
607390651,1
2594838545,1
3232519135,1
1453254487,1
2498505210,1
4248882251,1
1236121960,1
3333381762,1
4117591705,1
3114717937,1
921163245,1
1643682395,1
3867172136,1
2127339952,1
2153346240,1
2201803257,1
667101899,1
2200398224,1
1739879012,1
4230721917,1
1115898672,1
3295390120,1
2888012382,1
91144555,1
1412851915,1
3479958697,1
4171623344,1
3279959601,1
2068840568,1
582454636,1
3705450968,1
1829196762,1
851388604,1
1452910513,1
1412069474,1
1043629089,1
3011844723,1
3951779001,1
3708763462,1
2047106328,1
1917428127,1
3542922764,1
47428191,1
754220844,1
3839447099,1
620656462,1
203623980,1
2792840267,1
897599319,1
3534407206,1
797756746,1
2361886355,1
1111927028,1
876736428,1
4015225505,1
1144771933,1
2971350796,1
4094420232,1
1059638871,1
2836531473,1
2412979048,1
297625749,1
1237121865,1
2428314984,1
2845683316,1
3189314055,1
3731011472,1
3078996556,1
3885776478,1
3226314050,1
441448940,1
3684679953,1
4094233860,1
3513050847,1
3870577593,1
688193403,1
771946626,1
3594628641,1
2030786371,1
2074388883,1
203526954,1
275560530,1
1786828085,1
2072238769,1
1247121583,1
3264940776,1
2635196092,1
2300965267,1
1560127027,1
4066830813,1
703669582,1
2061182711,1
4206717561,1
3474568622,1
1633463032,1
2666090091,1
302700880,1
762242379,1
2647936767,1
1622993347,1
3258364485,1
3416383965,1
3222781660,1
2554115493,1
4029223387,1
1084639042,1
680403588,1
4136224003,1
1072858789,1
1791330321,1
2819941268,1
2723321415,1
1302193989,1
1345578328,1
2191063950,1
2928343645,1
774392631,1
2294674119,1
947529296,1
1412966990,1
2580666477,1
3844403539,1
2721560534,1
2033120973,1
4290534630,1
2569645053,1
2686757852,1
2845569881,1
3786070669,1
4067141020,1
459907281,1
1527627245,1
2802397612,1
3406628004,1
2214039840,1
2433105703,1
2057005869,1
2434883005,1
789456611,1
2427103377,1
3069301572,1
2159066479,1
88326025,1
3999800907,1
2898127875,1
2895653335,1
1715700803,1
3958018856,1
3155851679,1
4282820609,1
989302850,1
1728282950,1
1000172494,1
3630954868,1
97357674,1
633368519,1
1358483503,1
2666628077,1
2982216787,1
965616103,1
480156350,1
2751636972,1
2344715786,1
1371021466,1
2784506312,1
4110515470,1
3349637884,1
1072213385,1
2267904546,1
297872653,1
778747550,1
896883440,1
4033841756,1
341758596,1
3851915697,1
3333801576,1
3507580193,1
4004736041,1
2971709516,1
2716884132,1
1091610598,1
613939577,1
3677223434,1
589609474,1
3472411288,1
2048313220,1
556873252,1
2506838090,1
2024675734,1
2068845547,1
478334003,1
3994472830,1
4076023353,1
2516517720,1
3491130738,1
2748769285,1
3929930150,1
4024689861,1
1264163995,1
641323244,1
1307036030,1
2516371179,1
3104967807,1
534999517,1
826357540,1
3419161751,1
2845819076,1
2536777407,1
2038686359,1
918193435,1
1968143192,1
2564008722,1
3046153752,1
1205843640,1
401249052,1
1640633346,1
2564111888,1
3961481250,1
702244455,1
1913679217,1
3929155637,1
2764154595,1
1509603643,1
1878827636,1
750940170,1
3825173924,1
3785880488,1
4055900478,1
2244232317,1
775920904,1
1799863174,1
1872935114,1
2990124466,1
2201387562,1
968377179,1
682644490,1
580338291,1
3878739197,1
820018032,1
3411300905,1
2761319679,1
753989845,1
1207752095,1
1859217380,1
544758617,1
2243012096,1
3843055116,1
1726144173,1
569874720,1
746495542,1
105675732,1
1048504765,1
322989706,1
3433907695,1
3230392654,1
2358799983,1
1172485754,1
3979440085,1
2839724509,1
528762677,1
2763906856,1
3175766529,1
2265207464,1
1603025786,1
4040665203,1
449282242,1
2633388041,1
1868469810,1
663039591,1
578580104,1
3362526052,1
2247754135,1
3026237809,1
748900908,1
756615024,1
2957961716,1
2655207862,1
1796747118,1
3480460452,1
2809948182,1
109520595,1
2242821964,1
1262231566,1
2085501280,1
2349730489,1
3856939301,1
3485171935,1
954607050,1
1792606919,1
3815578094,1
1443319149,1
312949301,1
3146955833,1
3724937093,1
3934752198,1
2544379328,1
3346682848,1
547286991,1
954611291,1
1889362473,1
1082493948,1
3386854121,1
2738602391,1
2409839299,1
1423925810,1
175198784,1
3043144750,1
3787327465,1
1980550284,1
1083865401,1
1702714125,1
16198379,1
3227258500,1
2844626216,1
2462940940,1
1371102612,1
974931279,1
335397344,1
360077390,1
474270564,1
4228237939,1
236942073,1
4102610597,1
2778105945,1
472604499,1
775152438,1
1081775047,1
3318130,1
2318745319,1
1353215674,1
4081460869,1
2374237916,1
2127988667,1
2131251073,1
1582841337,1
2573768687,1
2606401846,1
1725065114,1
2501371506,1
2140255961,1
336466418,1
131419449,1
2697240254,1
4197948719,1
37745845,1
953620640,1
1685358653,1
2905562092,1
2919340099,1
425222681,1
2842660873,1
3739928312,1
3591016636,1
3140418135,1
2355019911,1
1067644040,1
323489618,1
3246071060,1
2185464284,1
3930046445,1
1254062891,1
4003747677,1
3159340433,1
1028449322,1
1716094615,1
3180733638,1
879924574,1
3715669268,1
2623555971,1
296878494,1
3046175879,1
1552372085,1
1819901792,1
76357095,1
3138931166,1
2654612703,1
913504039,1
3984143435,1
3959580220,1
2389567992,1
157385420,1
3848366846,1
871847454,1
3575271691,1
197675237,1
3971785208,1
1796735741,1
564981639,1
1137137577,1
1862565698,1
4036674924,1
424204485,1
3871193110,1
3447791171,1
3141486682,1
421397661,1
4175457515,1
2650523151,1
3657487042,1
1780281449,1
3381635329,1
2538535967,1
2721169149,1
1518874453,1
2039167839,1
2029012936,1
565784218,1
2919462679,1
3749408397,1
2795798166,1
2396566307,1
834397401,1
3854889023,1
797279701,1
3020735371,1
3627524306,1
2758284646,1
3134507020,1
3482029335,1
4093130773,1
2402895853,1
1205077203,1
904311931,1
2019873584,1
2291247501,1
1361924446,1
2280492819,1
1915463093,1
2267105691,1
2421569635,1
705490335,1
4246351850,1
3290969573,1
4041491632,1
4175399764,1
1890112323,1
1362422187,1
2197557381,1
2997471368,1
2307150707,1
1781302173,1
3360549202,1
4093061262,1
2299314176,1
2348362483,1
1289494234,1
3106028763,1
1949938403,1
3532547804,1
2162238335,1
1785142589,1
2567768985,1
3237684475,1
2435070455,1
2985581161,1
1707951259,1
2962980888,1
2281991977,1
2152465353,1
3909950830,1
2755565761,1
605290193,1
1118538168,1
854737118,1
1206969712,1
737602260,1
1917146276,1
4136328146,1
2456979803,1
2845774198,1
1633595825,1
2880393629,1
4043682798,1
3515679470,1
135996181,1
3857935973,1
726660793,1
2292702565,1
4076370109,1
187120604,1
3092845083,1
383268950,1
2121704714,1
2511579079,1
178190634,1
2875752745,1
723573817,1
2545497516,1
1170647346,1
1000101924,1
2305289453,1
3061567261,1
3076701240,1
3884202814,1
2270691276,1
3454508882,1
4001018933,1
1043920261,1
2663617800,1
3963674673,1
3024552700,1
1605813830,1
3106002268,1
2363157728,1
3618751343,1
2418043687,1
1443090323,1
1257655137,1
1606013207,1
2735989818,1
1334033878,1
1297996432,1
325270069,1
1242020995,1
1355598575,1
3248981424,1
1234572462,1
2206233929,1
120725463,1
2891618394,1
499320205,1
1379506343,1
3184152058,1
3680598243,1
3366288653,1
1345423003,1
1763664394,1
220135216,1
2183849028,1
1186159103,1
3363195995,1
2845044713,1
189580825,1
3313875479,1
3058601476,1
4265335462,1
3976484665,1
2075120227,1
3246472071,1
4066494037,1
2818400534,1
299218522,1
3403195450,1
3440758860,1
1695076830,1
1007713454,1
772730669,1
1317712096,1
248132715,1
3513081048,1
3858951290,1
231757671,1
3876135527,1
2154327435,1
3469200194,1
1485937494,1
4122017566,1
3723427516,1
400777476,1
3825903099,1
329439349,1
613760339,1
1607423732,1
2400214780,1
1741002006,1
1740758172,1
4265372010,1
2294693729,1
3882245249,1
3855312692,1
3292463832,1
3218262540,1
3854530162,1
1128200147,1
3319365850,1
763971792,1
3563767010,1
1080721377,1
1401780536,1
3539386527,1
2653656773,1
2857849447,1
2387838823,1
1177904883,1
1193433795,1
145310675,1
162369649,1
3646003824,1
2677449396,1
1984095163,1
316957710,1
3394537447,1
1393434877,1
1245806600,1
1093619872,1
921693133,1
98677502,1
1732309645,1
2893904820,1
445024609,1
3636194021,1
1018018222,1
1015128893,1
873348063,1
424642012,1
3161350181,1
2053728284,1
1243287859,1
2430162350,1
2448572767,1
3952072687,1
1797296792,1
3185978793,1
216894079,1
3177116926,1
4140076147,1
3076893754,1
3446731862,1
670392551,1
1744989331,1
3881370229,1
4243955437,1
153823813,1
3229678648,1
3768937582,1
2948505799,1
4214310326,1
768131946,1
3930551848,1
3458826834,1
350353707,1
1562953141,1
466647460,1
1498877332,1
157584030,1
1639828034,1
811350803,1
1501977149,1
199945560,1
2127102583,1
735904883,1
1704626360,1
2001326634,1
3832075385,1
2991402318,1
1838877607,1
772121285,1
3423815998,1
554655277,1
318842011,1
2837248535,1
374934259,1
2625296191,1
2946684852,1
